Timestamp,Region,Demand_MW,Solar_Generation_MW,Wind_Generation_MW,Hydro_Generation_MW,Thermal_Generation_MW,Frequency_Hz,Voltage_kV,Temperature_C,Humidity_%,WindSpeed_mps,Rainfall_mm
2026-07-02 05:00:00,South,3998.5,506.18,985.88,752.9,1760.04,50.05,405.52,39.2,59.3,6.6,11.1
2026-07-02 06:00:00,West,3249.35,189.53,291.55,393.79,2494.27,49.82,411.13,37.8,76.3,10.3,9.4
2026-07-02 07:00:00,Central,3184.96,531.62,1049.93,370.58,1155.29,50.11,410.16,35.9,50.4,3.5,13.4
2026-07-02 08:00:00,Central,2993.27,557.97,160.72,335.18,1921.76,49.96,398.91,34.7,56.0,2.1,13.1
2026-07-02 09:00:00,East,1867.2,679.07,609.98,525.58,500.0,50.15,403.83,33.1,78.0,2.7,5.5
2026-07-02 10:00:00,East,3686.59,452.89,974.25,745.98,1663.24,49.83,402.26,30.9,56.4,2.9,12.9
2026-07-02 11:00:00,East,3878.25,547.89,480.98,772.86,1987.48,49.95,418.06,34.1,75.8,5.3,13.2
2026-07-02 12:00:00,South,3603.46,628.0,586.98,355.13,2065.64,49.98,415.62,30.0,49.0,11.2,13.3
2026-07-02 13:00:00,South,3697.02,209.84,561.33,251.68,2721.07,49.96,401.47,31.0,35.6,11.6,6.2
2026-07-02 14:00:00,West,2013.3,507.9,718.26,254.82,586.42,49.81,412.88,29.1,30.4,10.0,0.9
2026-07-02 15:00:00,West,3924.17,482.27,422.93,309.99,2771.61,49.86,394.43,30.8,59.5,5.8,14.0
2026-07-02 16:00:00,South,1944.77,873.59,1189.32,250.86,500.0,50.03,394.08,25.4,45.9,9.5,4.2
2026-07-02 17:00:00,South,1835.27,225.31,1137.94,348.06,500.0,49.91,401.41,26.1,74.3,4.7,7.1
2026-07-02 18:00:00,West,1885.28,171.81,289.96,294.96,1187.52,50.12,396.8,27.9,62.3,5.4,13.1
2026-07-02 19:00:00,North,2373.97,834.49,997.91,315.01,500.0,50.07,400.35,37.1,58.4,6.5,13.0
2026-07-02 20:00:00,Central,3331.53,499.95,918.38,468.66,1516.69,49.9,410.86,40.0,84.6,10.3,13.6
2026-07-02 21:00:00,South,3238.12,193.11,462.61,431.32,2257.27,50.16,399.06,27.8,47.2,6.7,12.9
2026-07-02 22:00:00,West,3208.16,111.9,758.37,284.65,2012.46,50.09,412.82,30.9,71.6,7.0,5.7
2026-07-02 23:00:00,Central,2817.54,554.09,1057.64,217.57,1031.0,50.1,408.32,28.9,37.3,4.9,5.9
2026-07-03 00:00:00,North,3651.31,775.9,504.17,571.06,1747.61,50.18,409.3,34.3,79.4,8.7,1.0
2026-07-03 01:00:00,Central,3482.61,539.73,898.11,400.38,1558.75,49.84,417.92,33.0,64.2,3.3,13.8
2026-07-03 02:00:00,East,2104.78,350.37,781.54,762.67,500.0,50.07,413.28,34.9,68.8,11.2,7.9
2026-07-03 03:00:00,West,3285.75,117.9,935.74,277.43,1965.96,49.99,390.56,40.1,43.0,4.0,14.3
2026-07-03 04:00:00,East,3291.82,637.63,875.51,439.29,1296.59,50.16,410.18,27.4,59.1,3.3,12.4
2026-07-03 05:00:00,East,2577.33,188.54,165.2,564.39,1751.74,49.9,390.82,33.8,80.4,9.9,6.1
2026-07-03 06:00:00,North,2412.0,220.84,512.51,349.3,1331.11,50.08,397.01,35.0,47.1,10.4,12.6
2026-07-03 07:00:00,East,2776.18,338.91,179.56,624.64,1540.43,49.94,410.37,34.7,63.3,9.5,9.2
2026-07-03 08:00:00,North,3922.15,238.88,516.42,388.24,2686.44,50.05,413.23,30.4,60.1,11.4,1.4
2026-07-03 09:00:00,North,3631.91,615.22,473.38,430.91,2133.68,50.0,403.36,26.7,77.0,5.4,3.7
2026-07-03 10:00:00,South,2846.57,344.03,624.5,745.69,1106.85,49.82,409.08,40.6,52.5,2.3,3.6
2026-07-03 11:00:00,South,3165.81,598.85,612.73,466.46,1398.56,50.06,408.98,36.0,64.5,3.7,3.4
2026-07-03 12:00:00,East,2357.61,225.44,181.1,697.07,1165.33,50.13,413.09,36.4,62.5,11.6,5.9
2026-07-03 13:00:00,Central,2064.8,371.59,1079.23,649.36,500.0,49.97,398.93,39.2,59.7,6.8,13.7
2026-07-03 14:00:00,North,2484.51,565.53,773.07,261.55,985.03,49.89,414.2,33.0,66.9,1.8,6.6
2026-07-03 15:00:00,West,2137.6,168.92,1103.37,574.13,500.0,50.0,418.23,32.1,40.7,2.9,13.8
2026-07-03 16:00:00,West,2362.98,755.84,401.65,241.36,870.89,50.11,418.56,37.8,47.9,1.8,5.1
2026-07-03 17:00:00,South,2871.57,125.78,738.23,220.3,1708.28,50.0,400.77,31.5,62.1,11.6,7.6
2026-07-03 18:00:00,East,2395.78,252.77,739.79,618.65,764.31,50.11,408.44,37.1,49.5,2.8,8.1
2026-07-03 19:00:00,East,2922.25,572.61,1010.89,418.61,940.55,50.16,408.15,32.5,57.7,2.7,5.7
2026-07-03 20:00:00,North,2919.4,874.07,431.19,558.9,1035.59,50.12,407.98,40.9,55.4,3.6,9.0
2026-07-03 21:00:00,North,3799.2,383.21,934.85,712.75,1743.43,49.92,403.57,37.0,58.5,8.6,8.7
2026-07-03 22:00:00,North,3911.18,313.56,700.25,756.01,2063.94,49.97,411.76,24.9,55.8,10.6,10.5
2026-07-03 23:00:00,South,2508.81,131.73,1004.75,262.02,1035.37,49.87,407.62,32.5,46.5,6.6,13.5
2026-07-04 00:00:00,Central,2987.92,596.78,1020.97,347.6,973.33,50.01,419.46,28.9,55.1,4.2,1.0
2026-07-04 01:00:00,West,1961.02,142.34,1144.03,495.22,500.0,50.11,416.6,32.3,36.7,11.4,8.2
2026-07-04 02:00:00,South,3425.77,217.58,909.28,544.13,1724.65,50.16,398.4,37.3,79.2,5.8,14.6
2026-07-04 03:00:00,Central,4006.49,584.03,1124.42,568.68,1845.53,50.14,390.61,26.8,31.4,1.2,13.8
2026-07-04 04:00:00,Central,2684.52,879.21,607.65,786.65,500.0,50.02,415.08,27.4,64.9,5.8,2.8
2026-07-04 05:00:00,North,2211.35,181.35,956.98,317.83,738.82,49.87,395.97,27.4,71.7,2.0,2.5
2026-07-04 06:00:00,West,2323.62,216.89,431.92,762.87,970.03,49.89,397.81,32.2,84.6,8.4,11.8
2026-07-04 07:00:00,Central,3527.54,830.39,707.32,211.56,1699.71,49.89,393.96,28.2,80.8,11.0,4.2
2026-07-04 08:00:00,North,3539.99,618.76,497.14,299.04,2183.31,49.91,408.22,39.2,76.9,3.9,14.3
2026-07-04 09:00:00,East,2538.8,356.42,651.25,669.93,826.97,49.84,403.32,32.6,44.2,6.5,4.2
2026-07-04 10:00:00,East,2088.09,796.58,790.81,226.68,500.0,49.82,408.12,31.6,51.6,6.7,9.0
2026-07-04 11:00:00,East,2647.56,108.56,361.21,683.31,1525.55,50.08,404.86,35.2,30.9,1.5,14.2
2026-07-04 12:00:00,West,3620.99,340.13,802.65,747.22,1808.83,50.08,402.23,28.7,61.9,9.5,8.8
2026-07-04 13:00:00,Central,3632.59,650.55,556.06,455.33,1912.33,50.19,404.8,36.7,47.7,5.6,12.5
2026-07-04 14:00:00,East,4175.72,195.45,594.02,559.66,2904.64,49.89,394.01,37.5,40.9,2.0,1.8
2026-07-04 15:00:00,West,2869.73,454.78,894.38,388.87,1082.65,49.9,416.41,28.1,50.1,5.5,7.5
2026-07-04 16:00:00,West,1905.95,354.62,1099.48,464.89,500.0,49.85,399.08,31.2,42.6,10.4,11.2
2026-07-04 17:00:00,Central,3413.57,830.21,1150.23,706.96,705.6,49.93,390.9,39.4,44.1,2.3,0.7
2026-07-04 18:00:00,South,2907.51,730.42,227.97,388.64,1549.39,49.81,406.4,34.0,80.9,11.1,5.3
2026-07-04 19:00:00,Central,1903.55,236.51,537.76,778.21,500.0,50.07,397.7,26.5,41.8,5.1,5.0
2026-07-04 20:00:00,East,3661.78,591.3,185.98,626.45,2361.12,49.9,416.37,39.7,57.2,5.6,5.3
2026-07-04 21:00:00,North,4108.54,802.26,739.52,337.23,2254.44,50.02,414.5,36.8,36.4,2.0,7.7
2026-07-04 22:00:00,East,2965.77,729.5,635.02,641.86,985.82,49.99,412.24,24.6,46.6,2.1,3.0
2026-07-04 23:00:00,North,3036.04,155.09,952.93,771.24,1235.16,50.2,405.43,24.3,83.1,5.6,4.0
2026-07-05 00:00:00,South,3567.93,776.96,470.64,346.22,1966.67,49.83,417.0,30.1,64.1,5.3,10.8
2026-07-05 01:00:00,East,3870.01,694.54,466.99,620.61,2068.35,49.83,419.4,28.8,65.3,11.5,2.6
2026-07-05 02:00:00,Central,3326.03,106.01,386.61,558.06,2340.66,49.98,415.39,37.7,73.2,7.9,10.3
2026-07-05 03:00:00,East,3788.67,750.58,1146.22,507.99,1380.87,50.07,408.09,32.3,75.3,10.6,10.8
2026-07-05 04:00:00,South,1978.8,201.48,835.67,748.69,500.0,50.0,410.85,26.4,83.8,7.0,4.1
2026-07-05 05:00:00,West,3594.16,849.6,345.74,623.06,1756.34,49.91,406.52,27.0,53.2,2.7,4.1
2026-07-05 06:00:00,West,2473.81,258.75,1054.7,451.58,688.71,49.9,397.66,37.4,66.7,6.2,1.1
2026-07-05 07:00:00,South,1866.55,101.1,312.8,412.65,1033.75,50.12,419.66,31.4,82.4,5.8,6.7
2026-07-05 08:00:00,North,2075.67,256.21,393.14,716.6,779.69,49.86,391.77,30.2,45.0,11.0,5.9
2026-07-05 09:00:00,North,1979.52,296.56,160.5,375.6,1069.95,49.96,392.8,33.0,40.6,6.1,1.7
2026-07-05 10:00:00,North,2867.05,672.8,737.55,638.31,893.51,49.88,404.22,35.0,46.2,7.2,11.6
2026-07-05 11:00:00,Central,2878.56,407.76,177.9,288.57,1950.0,50.07,416.86,27.9,30.5,9.1,12.0
2026-07-05 12:00:00,West,2513.86,400.15,270.76,505.96,1254.37,50.0,413.64,33.8,56.0,2.7,11.1
2026-07-05 13:00:00,South,3084.13,733.33,223.69,564.68,1499.23,49.83,399.09,39.1,53.1,5.4,11.7
2026-07-05 14:00:00,North,1817.83,445.03,1069.72,799.12,500.0,49.93,393.48,39.0,76.2,9.7,5.1
2026-07-05 15:00:00,Central,2107.53,349.8,209.44,767.19,902.61,50.05,391.74,33.6,80.2,10.4,14.2
2026-07-05 16:00:00,Central,3765.89,716.33,1039.58,589.35,1388.32,49.91,412.89,29.6,57.2,4.4,4.2
2026-07-05 17:00:00,Central,3289.45,566.64,431.65,364.01,1857.32,49.92,410.31,33.2,84.8,7.7,13.5
2026-07-05 18:00:00,Central,2415.61,667.43,543.31,453.93,782.82,50.16,416.74,27.7,46.9,11.9,5.9
2026-07-05 19:00:00,West,4141.31,888.99,736.07,297.0,2326.6,49.98,408.7,27.5,34.0,10.7,10.8
2026-07-05 20:00:00,Central,4144.2,142.73,883.27,554.91,2641.98,50.06,405.85,39.2,33.2,2.5,13.2
2026-07-05 21:00:00,West,4025.87,679.81,397.2,394.4,2580.47,50.09,411.71,26.1,61.8,3.7,0.4
2026-07-05 22:00:00,North,4028.12,590.43,600.08,390.77,2400.69,49.9,408.26,38.2,66.1,5.1,11.2
2026-07-05 23:00:00,South,2184.32,541.63,585.57,670.88,500.0,50.02,401.55,28.5,32.4,7.6,1.2
2026-07-06 00:00:00,Central,4166.04,430.02,315.84,607.98,2944.75,49.9,392.47,34.2,39.0,2.7,3.6
2026-07-06 01:00:00,South,3510.03,400.53,693.08,775.04,1636.2,49.91,407.23,30.7,37.3,10.4,4.7
2026-07-06 02:00:00,West,3004.38,691.28,1171.66,746.7,500.0,50.2,402.48,36.4,42.5,6.1,14.2
2026-07-06 03:00:00,West,4091.57,745.42,827.85,652.84,1859.81,49.87,400.12,30.1,49.0,1.0,14.3
2026-07-06 04:00:00,East,3635.93,821.34,1190.58,365.56,1257.85,49.86,395.49,24.8,60.2,5.5,6.3
2026-07-06 05:00:00,North,2209.48,715.06,1137.48,294.13,500.0,50.14,406.58,40.9,53.4,3.9,4.3
2026-07-06 06:00:00,North,3386.75,351.72,658.1,358.22,2037.28,50.14,404.51,39.9,69.3,6.3,0.2
2026-07-06 07:00:00,West,2939.49,366.93,267.98,386.64,1912.54,49.99,403.16,34.9,72.3,2.9,2.3
2026-07-06 08:00:00,Central,3965.2,644.35,452.31,678.67,2339.14,49.89,405.25,30.9,67.8,7.4,7.2
2026-07-06 09:00:00,South,3795.03,567.98,674.73,472.98,2108.0,49.9,407.68,27.9,46.8,4.6,8.8
2026-07-06 10:00:00,South,2608.12,170.64,1033.23,674.99,684.17,49.86,406.34,40.2,58.6,7.0,15.0
2026-07-06 11:00:00,Central,2556.76,692.38,917.84,690.53,500.0,50.01,406.35,33.7,55.1,8.3,7.3
2026-07-06 12:00:00,West,3937.57,386.78,1176.13,515.49,1829.91,49.91,413.17,34.6,51.0,6.6,8.8
2026-07-06 13:00:00,South,2718.52,861.79,1042.54,382.28,500.0,49.87,407.18,31.0,67.8,4.6,14.9
2026-07-06 14:00:00,West,3097.5,475.58,215.94,340.81,1975.2,49.94,402.89,40.2,51.7,5.3,13.8
2026-07-06 15:00:00,West,2477.56,802.52,507.34,263.81,924.09,49.99,414.6,35.2,71.4,7.0,8.9
2026-07-06 16:00:00,South,2684.1,581.95,634.67,314.83,1101.48,49.85,397.44,36.9,69.2,1.0,6.1
2026-07-06 17:00:00,North,2413.06,343.87,728.9,314.08,960.58,50.1,414.68,35.9,31.5,5.5,4.3
2026-07-06 18:00:00,West,3140.33,297.46,184.65,301.55,2463.89,49.82,396.75,37.4,81.2,7.2,2.8
2026-07-06 19:00:00,West,2930.94,713.52,250.95,551.42,1468.03,50.18,400.67,31.7,48.3,6.0,9.7
2026-07-06 20:00:00,North,2885.63,741.78,1182.77,658.59,500.0,50.11,398.23,32.2,37.9,10.5,7.9
2026-07-06 21:00:00,East,1980.13,896.13,1048.21,709.95,500.0,49.81,391.69,36.3,57.5,8.6,4.7
2026-07-06 22:00:00,North,1874.81,266.84,524.57,457.02,538.15,49.93,399.21,24.8,81.6,7.7,12.2
2026-07-06 23:00:00,South,2789.23,385.41,646.28,475.01,1387.93,50.2,412.58,31.3,80.2,9.0,4.9
2026-07-07 00:00:00,South,4154.21,168.04,885.23,422.79,2782.35,50.19,406.63,27.4,76.6,8.3,1.8
2026-07-07 01:00:00,West,3723.02,703.11,310.02,283.43,2524.89,49.99,401.89,36.3,70.0,10.3,4.6
2026-07-07 02:00:00,South,1987.58,355.86,604.01,636.79,500.0,49.88,398.02,29.4,42.4,3.3,12.8
2026-07-07 03:00:00,Central,2420.64,366.67,650.92,591.45,953.02,49.93,398.73,34.9,74.8,8.7,1.2
2026-07-07 04:00:00,Central,2243.87,199.34,628.85,686.35,656.98,49.84,402.92,30.1,83.0,6.6,3.8
2026-07-07 05:00:00,Central,3596.2,628.16,274.03,745.3,1863.68,49.9,416.78,31.8,48.8,1.4,1.1
2026-07-07 06:00:00,North,2816.19,731.71,633.28,631.36,858.8,49.95,401.96,37.3,41.6,5.4,7.4
2026-07-07 07:00:00,North,3647.56,194.37,223.95,568.5,2560.98,50.18,406.61,35.8,35.7,7.4,10.6
2026-07-07 08:00:00,East,2630.31,707.02,972.34,243.16,813.73,49.82,400.07,27.8,52.6,7.2,9.4
2026-07-07 09:00:00,West,3103.65,536.25,880.78,543.84,1177.95,49.85,410.39,39.3,43.0,9.1,4.2
2026-07-07 10:00:00,South,2352.65,871.49,1194.13,728.88,500.0,49.8,402.49,30.6,45.3,2.3,13.2
2026-07-07 11:00:00,Central,2450.62,532.29,701.88,686.79,591.46,49.9,415.94,24.4,71.4,9.7,14.6
2026-07-07 12:00:00,North,3800.07,639.32,865.54,503.44,1869.81,50.2,390.78,25.7,40.3,5.3,12.8
2026-07-07 13:00:00,North,2974.31,121.8,616.64,262.3,1899.59,49.93,408.57,35.0,85.0,5.2,11.1
2026-07-07 14:00:00,North,1826.2,105.8,1140.61,770.09,500.0,49.96,409.53,29.2,35.6,3.1,15.0
2026-07-07 15:00:00,Central,3654.63,317.44,731.11,248.96,2469.34,49.9,400.89,27.5,30.0,8.4,2.9
2026-07-07 16:00:00,Central,2382.74,261.87,639.11,281.27,1249.17,50.2,391.84,38.1,33.7,10.4,12.3
2026-07-07 17:00:00,East,4098.58,878.65,187.52,334.17,2826.25,50.05,403.34,24.1,72.0,5.4,5.8
2026-07-07 18:00:00,Central,2219.37,604.66,975.9,342.28,500.0,50.03,409.32,24.1,58.9,7.6,7.7
2026-07-07 19:00:00,Central,3433.77,312.76,703.72,528.53,1804.01,50.12,404.9,26.6,32.2,6.6,13.5
2026-07-07 20:00:00,South,4007.31,230.73,800.01,666.88,2448.66,49.84,413.99,39.4,57.1,5.9,5.6
2026-07-07 21:00:00,North,2686.9,520.81,810.57,402.06,881.64,50.09,407.86,31.6,75.8,4.4,3.0
2026-07-07 22:00:00,West,1905.77,372.27,161.62,255.66,1162.45,49.89,415.06,28.3,72.5,10.1,3.5
2026-07-07 23:00:00,North,2757.4,817.22,1078.47,615.35,500.0,49.98,407.03,28.9,56.1,10.9,6.3
2026-07-08 00:00:00,Central,3079.44,630.29,704.95,222.82,1659.29,50.19,416.31,38.1,41.0,1.6,9.0
2026-07-08 01:00:00,West,2272.04,854.17,992.63,299.21,500.0,49.92,393.34,29.0,55.1,7.2,5.2
2026-07-08 02:00:00,East,2633.76,834.22,538.92,706.6,500.0,49.95,390.09,26.1,83.2,7.6,11.2
2026-07-08 03:00:00,North,2710.4,742.08,332.61,699.66,976.7,50.06,390.87,25.3,69.4,1.3,14.0
2026-07-08 04:00:00,South,3282.08,829.95,410.95,248.42,1926.02,50.0,405.9,34.3,54.5,5.4,3.4
2026-07-08 05:00:00,East,2970.09,372.2,592.5,607.65,1327.46,50.02,416.02,24.6,59.0,3.6,7.2
2026-07-08 06:00:00,East,4144.98,229.03,504.68,664.2,2717.57,49.84,401.61,39.7,50.2,1.9,14.2
2026-07-08 07:00:00,South,3190.51,474.3,285.78,264.42,2071.99,49.94,414.99,40.5,60.9,1.1,13.4
2026-07-08 08:00:00,West,2471.89,561.37,976.75,640.14,500.0,49.87,391.34,29.9,66.3,5.1,5.7
2026-07-08 09:00:00,East,3542.09,855.17,292.74,568.51,1730.1,49.84,399.42,29.5,53.5,8.0,13.7
2026-07-08 10:00:00,South,2334.18,631.64,1033.94,596.92,500.0,49.98,412.45,27.9,64.6,10.4,5.9
2026-07-08 11:00:00,North,3832.14,344.25,948.35,626.35,2039.72,49.86,402.89,34.5,75.5,10.5,6.3
2026-07-08 12:00:00,Central,2960.24,518.17,526.19,395.02,1488.18,50.03,408.55,33.1,34.9,11.7,9.5
2026-07-08 13:00:00,Central,3481.06,437.88,773.35,459.44,1866.93,50.1,417.53,31.4,39.8,9.6,0.8
2026-07-08 14:00:00,South,3982.34,595.65,156.17,576.96,2564.73,49.9,408.63,35.5,84.2,7.8,10.0
2026-07-08 15:00:00,South,3025.88,382.96,866.95,725.43,962.23,50.11,396.98,40.3,44.0,10.9,12.2
2026-07-08 16:00:00,North,2854.24,829.89,609.78,714.92,623.48,49.89,414.29,36.8,82.0,8.1,5.2
2026-07-08 17:00:00,South,2146.25,226.97,699.58,371.18,900.78,49.98,396.54,40.9,77.5,9.6,8.1
2026-07-08 18:00:00,Central,3957.13,856.43,226.97,245.07,2549.81,49.93,416.61,33.2,63.2,2.0,8.4
2026-07-08 19:00:00,West,2640.27,545.39,667.2,702.0,846.16,49.88,416.82,39.5,39.7,5.1,0.7
2026-07-08 20:00:00,Central,3952.48,511.77,440.29,794.19,2199.76,49.81,417.35,28.7,49.1,9.1,14.5
2026-07-08 21:00:00,Central,3707.68,312.62,1014.57,384.44,1962.39,50.13,394.55,40.5,64.7,4.7,1.3
2026-07-08 22:00:00,South,2481.32,704.72,323.23,785.53,790.31,49.97,401.26,25.1,38.2,7.3,3.6
2026-07-08 23:00:00,East,2045.16,369.03,270.21,302.59,1182.07,50.08,410.02,32.4,57.1,9.2,1.1
2026-07-09 00:00:00,Central,2339.49,241.68,486.73,437.71,1147.66,50.11,401.25,40.6,59.1,4.7,10.6
2026-07-09 01:00:00,East,2662.67,774.42,1136.25,752.89,500.0,49.97,390.38,27.1,66.2,9.0,9.9
2026-07-09 02:00:00,North,4049.36,666.32,995.16,455.5,1992.62,49.81,396.47,32.7,48.4,2.0,9.0
2026-07-09 03:00:00,South,2447.93,393.05,712.49,677.3,645.31,50.1,391.24,24.8,50.8,11.3,14.8
2026-07-09 04:00:00,Central,2380.98,697.13,965.78,510.37,500.0,50.13,390.04,38.4,49.4,2.0,0.7
2026-07-09 05:00:00,South,2297.2,716.36,877.82,390.39,500.0,50.16,402.21,29.9,51.4,11.7,0.8
2026-07-09 06:00:00,West,2919.16,315.53,548.53,259.38,1787.76,50.05,390.87,38.9,42.0,11.5,4.7
2026-07-09 07:00:00,West,2229.65,633.52,759.8,480.79,500.0,49.88,396.57,37.6,52.2,8.7,10.5
2026-07-09 08:00:00,West,3322.35,881.41,249.1,650.89,1540.03,50.13,407.28,28.8,60.3,10.9,2.6
2026-07-09 09:00:00,Central,3085.98,129.37,411.86,520.25,1969.71,49.99,406.64,39.5,46.8,2.1,8.6
2026-07-09 10:00:00,North,3130.48,479.38,640.8,405.9,1723.7,49.82,416.88,29.6,42.2,4.9,11.1
2026-07-09 11:00:00,East,4165.75,607.94,453.26,221.73,3029.76,49.95,412.6,35.9,48.2,2.3,5.0
2026-07-09 12:00:00,Central,3334.07,813.52,650.21,621.43,1305.66,50.01,413.92,32.7,80.9,11.4,1.3
2026-07-09 13:00:00,South,4104.93,836.0,588.13,308.66,2387.79,50.05,418.39,30.1,46.4,4.2,0.3
2026-07-09 14:00:00,North,3153.99,607.39,1182.15,752.22,534.33,50.09,395.62,30.4,41.8,1.6,13.4
2026-07-09 15:00:00,North,3396.03,542.47,949.75,629.61,1355.38,49.83,413.2,29.3,40.7,2.3,6.1
2026-07-09 16:00:00,North,3190.69,884.66,244.47,309.32,1845.76,50.16,397.74,40.9,62.9,2.8,7.3
2026-07-09 17:00:00,North,2442.22,146.78,315.27,371.32,1699.03,50.2,399.61,24.9,39.1,9.3,10.5
2026-07-09 18:00:00,North,1917.66,377.34,577.51,761.99,500.0,50.15,409.15,29.6,55.7,7.1,12.9
2026-07-09 19:00:00,Central,2353.81,488.41,1160.51,511.96,500.0,49.98,394.01,32.8,73.4,6.9,13.2
2026-07-09 20:00:00,Central,2299.12,616.83,492.3,395.72,814.12,49.88,395.53,31.6,56.1,7.4,12.0
2026-07-09 21:00:00,South,3945.45,631.32,619.99,372.78,2433.42,50.18,402.36,39.6,66.9,9.1,10.7
2026-07-09 22:00:00,Central,3914.39,654.44,188.35,737.13,2387.59,49.96,401.47,24.4,52.0,3.5,12.3
2026-07-09 23:00:00,North,1953.55,861.8,878.07,676.98,500.0,49.82,393.02,40.1,69.6,3.6,7.9
2026-07-10 00:00:00,South,3641.79,100.1,513.13,537.15,2433.55,50.0,405.94,28.6,52.2,11.4,8.0
2026-07-10 01:00:00,North,2496.97,842.84,1179.01,547.81,500.0,49.94,390.33,39.1,63.3,1.6,11.6
2026-07-10 02:00:00,East,2755.62,381.45,935.78,505.39,1066.05,49.94,409.51,28.6,78.8,3.4,2.8
2026-07-10 03:00:00,South,1818.47,645.24,638.74,644.07,500.0,49.92,413.85,29.9,83.5,2.8,13.4
2026-07-10 04:00:00,South,4192.05,871.08,895.67,599.16,1862.71,49.91,398.62,31.5,35.5,8.2,2.2
2026-07-10 05:00:00,South,4018.88,383.43,454.27,698.71,2454.29,50.09,415.91,29.1,63.6,2.6,9.0
2026-07-10 06:00:00,Central,3238.46,679.28,1165.85,213.79,1224.08,50.12,403.27,32.2,33.8,2.9,8.8
2026-07-10 07:00:00,Central,2926.44,783.28,213.84,364.97,1498.44,49.99,401.53,24.3,55.7,9.2,9.2
2026-07-10 08:00:00,North,2522.87,669.33,150.78,592.28,1230.0,49.96,395.52,36.9,62.9,6.3,10.6
